pregunta,opciones,respuesta,dificultad,universidad,tema,imagen
La temperatura es directamente proporcional:,A) A la energía potencial que adquiere un sistema total de gases ; B) Al calor que se realiza en un sistema isotérmico ; C) Al trabajo que se realiza en un sistema isovolumétrico ; D) A la energía cinética promedio de las moléculas de un gas,D,0.6,UNAM,Física,
"De acuerdo con la teoría cinética molecular, ¿a qué se debe que al aumentar el volumen de un gas atrapado en un recipiente, disminuya la presión del gas?",A) chocan con mayor frecuencia con las paredes internas ; B) se golpean entre sí mismas con menor rapidez ; C) chocan con menor frecuencia con las paredes internas ; D) tienen menor movilidad dentro del recipiente,C,0.7,UNAM,Física,
"Por un tubo de radio 1.5 cm fluye agua a una velocidad de 7 m/s, ¿cuál será el gasto en su interior?",A) 4.9×10^-3 m^3/s ; B) 4.9×10^-3 m/s ; C) 4.9×10^-1 m^3/s ; D) 4.9×10^-6 m^3/s,A,0.6,UNAM,Física,
"En un fenómeno ondulatorio, el número de ciclos por unidad de tiempo, recibe el nombre de:",A) Amplitud de onda ; B) Longitud ; C) Frecuencia ; D) Periodo,C,0.4,UNAM,Física,
"Si una onda mecánica la ubicación de las partículas del medio ocurre en la misma dirección en la que se mueve, se trata de una onda:",A) oblicua. ; B) transversal. ; C) expandida. ; D) longitudinal.,D,0.5,UNAM,Física,
Si una radiodifusora de FM transmite 88.0 MHz. ¿Qué interpretación física se deduce de ello?,A) por cada hora emite 88 millones de pulsos ; B) por cada segundo emite 88 pulsos ; C) por cada minuto emite 88 millones de pulsos ; D) por cada segundo emite 88 millones de pulsos,D,0.6,UNAM,Física,
"Un barco de investigación oceanografía emite con un sonar, ondas ultrasónicas que se transmiten con una velocidad de 1600 m/s en el agua. ¿Qué profundidad tendrá el océano directamente debajo del barco, si el tiempo entre la salida de la señal y el regreso del eco es de 6 segundos?",A) 9600.0 m ; B) 4800.0 m ; C) 800.8 m ; D) 266.7 m,B,0.7,UNAM,Física,
En el diagrama se muestran dos pulsos A y B aproximándose uno a otro en un medio uniforme. ¿Cuál de los siguientes diagramas muestra mejor la superposición máxima de los dos pulsos?,A) ; B) ; C) ; D),C,0.6,UNAM,Física,
Relaciona los tipos de onda con la característica que les corresponde,A) I:a-II:b-III:c ; B) I:b-II:a-III:c ; C) I:b-II:c-III:a ; D) I:c-II:b-III:a,B,0.5,UNAM,Física,
"Una carga +Q, se encuentra en el centro de un círculo y, sobre el perímetro a una distancia R están situadas 12 cargas +q, como lo muestra la figura, ¿Cuál es la fuerza neta que experimenta +Q debido a las 12 cargas +q?",A) 0N ; B) 3N ; C) 6N ; D) 9N,A,0.8,UNAM,Física,
¿Cuál de los siguientes casos representa una onda longitudinal?,A) las olas del mar ; B) el sonido ; C) la cuerda vibrante de guitarra ; D) los rayos x,B,0.5,UNAM,Física,
Onda en que la vibración de las partículas del medio va en la misma dirección que el movimiento de la onda.,A) Onda estacionaria ; B) Onda electromagnética ; C) Onda transversal ; D) Onda longitudinal,D,0.4,UNAM,Física,
"Para saber si un cable puede producir una descarga eléctrica peligrosa para un ser humano, se debe medir la:",A) intensidad ; B) inductancia ; C) potencia ; D) resistencia,A,0.5,UNAM,Física,
¿Qué es la Geografía?,A) Disciplina del estudio del medio fisico. ; B) Ciencia que estudia las poblaciones humanas. ; C) Ciencia que estudia nuestro planeta con todas y cada una de las complejidades naturales y humanas. ; D) Disciplina que describe al ser humano y su relación con el medio.,C,0.2,UNAM,Geografía,
La geografía es una ciencia que estudia la interacción entre:,"A) la composición y estructura de la tierra. ; B) las representaciones de la tierra. ; C) los diferentes tipos de suelos. ; D) el medio físico, biológico y humano.",D,0.3,UNAM,Geografía,
Relaciona las subdivisiones de la geografía con el objeto de estudio que les corresponde.,A) I: a - II: b - III: c ; B) I: a - II: b - III: c ; C) I: b - II: b - III: a ; D) I: a - II: c - III: b,C,0.4,UNAM,Geografía,
La Geografía estudia hechos y fenómenos naturales y sociales por tanto es una ciencia:,A) natural ; B) social ; C) mixta ; D) exploratoria,C,0.2,UNAM,Geografía,
Rama de la geografía física que estudia los cambios dinámicos que ocurren en el relieve de la tierra.,A) Fisiográfica ; B) Geodesia ; C) Edafología ; D) Geomorfología,D,0.5,UNAM,Geografía,
6. Relaciona las ramas con las sub-ramas de la Geografía correspondientes.,"A) I: b,c; II: a,d ; B) I: a, II: d ; C) I: c,d; II: b ; D) I: c; II: b",A,0.6,UNAM,Geografía,
7. La geografía estudia fenómenos físicos y humanos tratando de establecer entre ellos:,A) abstracciones ; B) ponderaciones ; C) interrelaciones ; D),C,0.3,UNAM,Geografía,
8. ¿Cuáles son los rangos de valores de la latitud y longitud geográfica de los hemisferios?,"A) De 0° a 90° Norte y Sur, y de 0° a 360° Oeste y Este. ; B) De 0° a 90° Norte y Sur; y de 0° a 90° Este y Oeste. ; C) De 0° a 90° Norte y Sur; y de 0° a 180° Oeste y Este. ; D) De 0° a 90° Este y Oeste; y de 0° a 360° Norte y sur.",C,0.4,UNAM,Geografía,
10. Observa el mapa e identifica las coordenadas geográficas del lugar donde se hundió el Titanic en el océano Atlántico del norte,A) Latitud 41° N- longitud 50° W ; B) Latitud 41° S- longitud 50° W ; C) Latitud 50° N- longitud 41° W ; D) Latitud 41° W- longitud 50° N,A,0.5,UNAM,Geografía,
11. Un vuelo comercial sale de Valparaíso a Panamá. ¿Cuál es la latitud y la longitud de estas dos ciudades?,A) Valparaíso: 33° lat N - 72° long. E. Panamá: 9° lat S - 80° long W ; B) Valparaíso: 33° lat S- 72° long W - Panamá: 9° lat N - 80° long W ; C) Valparaíso:35 lat N - 70° long. E Panamá: 11° lat S - 73° long E ; D) Valparaíso: 72° lat S - 33° long E Panamá: 80° lat S - 10° long E,B,0.6,UNAM,Geografía,
"12. Observa el mapa y determina las coordenadas geográficas de Sydney, Australia.",A) 22° 54’ S - 43°6’ W ; B) 33°52’ S - 151°4’ E ; C) 48°52’ N - 02°19’ E ; D) 6° 10’ N - 149°52’ W,B,0.5,UNAM,Geografía,
13. Es la distancia en grados entre cualquier punto de la superficie terrestre respecto al ecuador. Su valor máximo es 90 grados:,A) meridiano ; B) latitud ; C) altitud ; D) longitud,B,0.4,UNAM,Geografía,
"14. Un avión sale de la Ciudad de México con destino a Filadelfia, localice la latitud y longitud de ambas ciudades.",A) D.F. 18° Latitud sur - 97° Longitud oeste. Filadelfia 41° Latitud norte - 74° Longitud oeste. ; B) D.F. 19° Latitud norte - 99° Longitud oeste. Filadelfia 40° Latitud norte - 75° Longitud oeste. ; C) D.F. 17° Latitud norte - 99° Longitud este. Filadelfia 40° Latitud norte - 75° Longitud este. ; D) D.F. 19° Latitud norte – 99° Longitud oeste. Filadelfia 17° Latitud norte - 75° Longitud oeste.,B,0.6,UNAM,Geografía,
"15. Si en el huso horario 0° son las 20:00 horas. ¿Qué hora será en la Ciudad de Tijuana, México, cuyo huso horario es de 120° W?",A) 13:00 hrs ; B) 10:00 hrs ; C) 11:00 hrs ; D) 12:00 hrs,C,0.5,UNAM,Geografía,
"16. En Banda Aceh, Indonesia (huso horario 90° E)  el 26 de diciembre de 2004 a las 7:55 de la mañana ocurrió un terremoto que generó un tsunami. ¿Qué hora y fecha tenía la Ciudad de México cuando ocurrió este hecho?",A) 26 de diciembre 7:58 de la noche ; B) 24 de diciembre 7:58 de la mañana ; C) 25 de diciembre 7:58 de la noche ; D) 24 de diciembre 6:58 de la tarde,A,0.6,UNAM,Geografía,
17. Considerando que el vuelo de Alan dura 11 horas saliendo de Baja California 120° W a las 8 horas con destino a Somalia 45° E. ¿A qué hora llegará a su destino?,A) 7 horas ; B) 17 horas ; C) 9 horas ; D),B,0.5,UNAM,Geografía,
"18. Si en el huso horario 150° E es lunes a las 4:00 horas, determina el día y la hora de un lugar en el huso horario 15° E.",A) Domingo a las 19:00 h. ; B) Viernes a las 14:00 h. ; C) Martes a las 14:00 h. ; D) Miércoles a las 12:00 h.,A,0.6,UNAM,Geografía,
19. Rama de la geografía física que estudia los cambios dinámicos que ocurren en el relieve de la tierra:,A) Climatología. ; B) Edafología. ; C) Hidrogeografía. ; D) Geomorfología,D,0.5,UNAM,Geografía,
"20. Cuando se hace referencia a la distribución espacial de los hechos y fenómenos geográficos, se aplica el principio de.",A) localización ; B) relación ; C) extensión ; D) conexión,A,0.4,UNAM,Geografía,
21. El choque de la Placa de Cocos y la Norteamericana producen sismos que afectan principalmente a,"A) Veracruz, Tabasco y Campeche ; B) Coahuila, Nuevo León y Tamaulipas. ; C) Michoacán, Guerrero y Oaxaca. ; D) Sonora, Baja California y Chihuahua",C,0.5,UNAM,Geografía,
22. La frecuente actividad sísmica en el sur y centro de México tiene su origen en:,A) Expansión de la placa de cocos y sudamericana. ; B) Hundimiento de la placa del pacífico y la de Sumatra. ; C) Subducción de la placa norteamericana y del caribe. ; D) Subducción de la placa norteamericana y la de cocos,D,0.6,UNAM,Geografía,
23. Placas tectónicas responsables de la gran sismicidad existente en el centro y sur de México.,A) Caribe y Pacífico. ; B) Cocos y Pacífico. ; C) Norteamericana y Cocos. ; D) Indica y Euroasiática,C,0.5,UNAM,Geografía,
24. La placa tectónica de mayor extensión es la:,A) Pacífica. ; B) Africana. ; C) Americana. ; D) Antártica,A,0.4,UNAM,Geografía,
25. Explica la existencia de fósiles marinos en el pico de los Himalaya,A) El choque de la placa del Pacífico con la del Atlántico. ; B) El choque de la placa Euroasiática con la India. ; C) El choque de la placa Euroasiática con la Europea. ; D) La subducción de la placa India en la Sudamericana,B,0.6,UNAM,Geografía,
26. La frecuente actividad sísmica en el centro y sur de México tiene su origen en:,A) El desplazamiento de la Falla de San Andrés ; B) El choque de las placas Rivera y Caribe ; C) El vulcanismo de Eje Volcánico Transversal ; D) La subducción de la placa de Cocos en la placa Norteamericana,D,0.5,UNAM,Geografía,
27. El desplazamiento de los continentes se explica como consecuencia de las corrientes de,A) magma ; B) fondo oceánico. ; C) fondo ; D) manto,D,0.4,UNAM,Geografía,
"28. Identifica en el siguiente mapa los sistemas montañosos que aparecen con los números I, II y III",A) I: Sierra Nevada; II: Apeninos; III: Zagros ; B) I: Altplanicie; II: Balcanes; III: Himalaya ; C) I: Sierra madre; II: Cárpatos; III: Urales ; D) I: Rocosas; II: Alpes; III: Caucaso,C,0.6,UNAM,Geografía,
"29. Es la capa externa de la Tierra, también conocida como litosfera:",A) Núcleo ; B) Corteza terrestre ; C) Manto ; D) Discontinuidad,B,0.4,UNAM,Geografía,
30. La dinámica del manto superior origina que en la superficie terrestre se formen:,"A) I, III y IV ; B) I, II y IV ; C) II, III y IV ; D) III, IV y V",B,0.5,UNAM,Geografía,
La existencia de aeropuertos internacionales en el sureste de México se relaciona con las actividades:,A) turistica y de negocios ; B) industrial y pesquera ; C) petrolera y ganadera ; D) industrial y turistica,D,0.5,UNAM,Geografía,
Ejemplos de la aplicación del conocimiento geográfico en la vida cotidiana de la población:,A) I y II ; B) I y IV ; C) II y IV ; D) III y V,A,0.5,UNAM,Geografía,
"Cuando el usuario de la lengua muestra sensibilidad sociolingüística para escoger el lenguaje apropiado a su comunicación, reconocemos una propiedad textual denominada",A) Lengua culta ; B) Coherencia ; C) Lógica gramatical ; D) Adecuación,D,0.5,UNAM,Literatura,
¿En qué ejemplo se encuentra la función emotiva de la lengua?,"A) No llamar a los objetos por su nombre, sino por lo que sugiere su forma y significado. ; B) Una paráfrasis puede hacerse mecánicamente sustituyendo las palabras y expresiones por términos sinónimos. ; C) Yo soy ardiente, yo soy el símbolo de la pasión, de ansia, de goces y de alma será llena. ¿A mi me buscas? No, no, yo no soy el río de fuego que te arrastra. ; D) Querido Adolfo: Me dirijo a ti para pedirte que no me llames, que no me hables, que no mi",C,0.5,UNAM,Literatura,
... tu cuerpo tenebroso y radiante plasmado de una vez sin titubeos tu cuerpo infinitamente más tuyo que para ti mío y que entregas de una vez sin titubeos nada tu cuerpo pleno sin guardar nada tu cuerpo uno todo iluminado de generosidad. Entre las ideas e impresiones destaca aquella que sostiene que:,A) la mujer es considerada más frágil que el hombre ; B) el hombre que es definitivamente inferior a la mujer ; C) la mujer es más dueña de su cuerpo que el hombre del suyo ; D) el hombre es blanco generoso frente a la mujer,C,0.5,UNAM,Literatura,
Movimiento armónico que se encuentra en un poema.,A) ritmo ; B) rima ; C) aliteración ; D) verso,A,0.5,UNAM,Literatura,
"La Procuraduría Mexicana no descarta autoagresión de Ma. Luisa Ferrera: ""Es una hipótesis irracional"", responde la funcionaria. Lo anterior corresponde a un texto...",A) político ; B) periodístico ; C) discursivo ; D) polémico,B,0.5,UNAM,Literatura,
"¿En qué versos del siguiente poema de Sor Juana Inés de la Cruz aparece una metáfora?
Al que ingrato me deja, busco amante; 1
que me dejo ingrata; 2
Al que adoro a quien mi amor maltrata; 3
maltrajo a quien mi amor busca constante. 4
Al que trato de amor, hallo diamante; 5
y soy diamante al que de amor me trata; 6
triunfante quiero ver al que me mata, 7
y al que me quiere ver triunfante. 8
Si a éste pago, padece mi deseo; 9
Si ruego a éste, mi pundonor enojo: 10
si entre ambos modos infeliz me veo. 11
Pero, yo, por mejor partido escojo 12
de quien no quiero, ser violento empleo, 13
del que me odia, vil despojo, 14
que, de quien no me quiere, vil desprecio. 14","A) 1,3 y 7 ; B) 5 y 6 ; C) 7 y 14 ; D) 1 y 2",A,0.5,UNAM,Literatura,
"El naranja sus ramas de esmeralda y el plátano vivaz sus hojas tiende aquí y allí. De trecho en trecho pende la hiedra, que hace el vallejo.
Las palabras subrayadas forman:",A) una rima asonante ; B) una rima consonante ; C) una sílaba tónica ; D) un ritmo irregular,B,0.5,UNAM,Literatura,
¿Cuál de las siguientes expresiones es una metáfora?,"A) Fresco aroma de rosas... ; B) El amor es silencio más fino ; C) Ojos claros, serenos ; D) d... que aunque no hubiera cielo, yo te amara",A,0.5,UNAM,Literatura,
Constituye en el relato la parte que Sucede inmediatamente después del momento culminante de la narración:,A) Climax ; B) Desenlace ; C) Desarrollo ; D) Nudo,B,0.5,UNAM,Literatura,
"No te limites date el gusto de usar una computadora Dell. En la frase anterior, la función lingüística es la;",A) poética. ; B) apelativa. ; C) referencial. ; D) emotiva.,B,0.5,UNAM,Literatura,
"Identifica la función de la lengua del siguiente texto:
La ironía es un recurso retórico que consiste en expresar algo que debe ser interpretado en sentido opuesto.",A) poética ; B) apelativa ; C) referencial ; D) Sintomática,C,0.5,UNAM,Literatura,
Una leyenda es:,"A) una narración que parte de un hecho importante o representativo para una comunidad; se transmite de manera oral ; B) un relato corto, con personajes ficticios, generalmente dioses o héroes, y se transmite de forma oral ; C) una historia en la que los personajes son símbolos, sus temas son de tipo universal y se transmite de forma oral ; D) una narración en la que el héroe enfrenta el mal y se auxilia de un objeto mágico",A,0.5,UNAM,Literatura,
"A la narración en prosa, breve, se te denomina:",A) novela ; B) poesía ; C) drama ; D) cuento,D,0.5,UNAM,Literatura,
Los rasgos característicos de la novela son género:,"A) narrativo, prosa y estructura compleja ; B) narrativo, verso y estructura intensa ; C) dramático, prosa y tensión constante ; D) lírico, prosa y estructura narrativa",A,0.5,UNAM,Literatura,
El texto dramático es una obra que se elabora fundamentalmente con el objetivo de:,A) contarla ; B) leerla ; C) representarla ; D) recitarla,C,0.5,UNAM,Literatura,
